BacteriaId,Frame,Time,X,Y
2,60,2.002,815,555
0,61,2.035,621,147
1,61,2.035,228,185
2,61,2.035,829,535
0,62,2.069,624,147
1,62,2.069,223,181
2,62,2.069,812,517
0,63,2.102,619,158
1,63,2.102,226,179
2,63,2.102,816,539
0,64,2.135,633,155
1,64,2.135,227,179
2,64,2.135,829,526
0,65,2.169,632,152
1,65,2.169,227,179
2,65,2.169,824,509
0,66,2.202,633,148
1,66,2.202,224,175
2,66,2.202,837,505
0,67,2.236,635,159
1,67,2.236,225,175
2,67,2.236,828,497
0,68,2.269,631,149
1,68,2.269,222,179
2,68,2.269,842,515
0,69,2.302,629,155
1,69,2.302,225,174
2,69,2.302,853,499
0,70,2.336,635,157
1,70,2.336,221,177
2,70,2.336,851,482
0,71,2.369,632,160
1,71,2.369,223,174
2,71,2.369,844,492
0,72,2.402,629,157
1,72,2.402,224,175
2,72,2.402,863,494
0,73,2.436,628,162
1,73,2.436,224,178
2,73,2.436,887,498
0,74,2.469,628,163
1,74,2.469,225,176
2,74,2.469,884,498
0,75,2.503,629,165
1,75,2.503,222,176
2,75,2.503,883,497
0,76,2.536,626,168
1,76,2.536,222,176
2,76,2.536,885,497
0,77,2.569,625,172
1,77,2.569,220,177
2,77,2.569,886,498
0,78,2.603,622,174
1,78,2.603,219,175
2,78,2.603,882,500
0,79,2.636,620,176
1,79,2.636,217,176
2,79,2.636,882,501
0,80,2.669,622,180
1,80,2.669,219,176
2,80,2.669,884,503
0,81,2.703,617,177
1,81,2.703,218,177
2,81,2.703,882,504
0,82,2.736,614,175
1,82,2.736,216,175
2,82,2.736,886,501
0,83,2.769,618,180
1,83,2.769,221,173
2,83,2.769,887,495
0,84,2.803,615,176
1,84,2.803,218,174
2,84,2.803,887,494
0,85,2.836,613,176
1,85,2.836,215,175
2,85,2.836,884,498
0,86,2.870,617,197
1,86,2.870,217,178
2,86,2.870,884,499
0,87,2.903,608,175
1,87,2.903,216,179
2,87,2.903,887,496
0,88,2.936,606,171
1,88,2.936,218,178
2,88,2.936,893,493
0,89,2.970,604,174
1,89,2.970,217,178
2,89,2.970,892,493
0,90,3.003,604,163
1,90,3.003,214,182
2,90,3.003,892,499
0,91,3.036,605,170
1,91,3.036,214,181
2,91,3.036,885,497
0,92,3.070,598,166
1,92,3.070,215,181
2,92,3.070,886,493
0,93,3.103,598,173
1,93,3.103,214,180
2,93,3.103,878,495
0,94,3.136,607,164
1,94,3.136,215,179
2,94,3.136,883,494
0,95,3.170,588,159
1,95,3.170,212,181
2,95,3.170,881,498
0,96,3.203,601,178
1,96,3.203,212,181
2,96,3.203,880,494
0,97,3.237,605,161
1,97,3.237,213,182
2,97,3.237,884,492
0,98,3.270,621,179
1,98,3.270,216,182
2,98,3.270,885,492
0,99,3.303,601,172
1,99,3.303,214,184
2,99,3.303,879,494
0,100,3.337,605,163
1,100,3.337,214,183
2,100,3.337,885,494
0,101,3.370,599,165
1,101,3.370,214,182
2,101,3.370,882,493
0,102,3.403,590,169
1,102,3.403,212,183
2,102,3.403,882,490
0,103,3.437,590,174
1,103,3.437,211,183
2,103,3.437,876,491
0,104,3.470,577,153
1,104,3.470,212,183
2,104,3.470,873,494
0,105,3.504,589,170
1,105,3.504,213,184
2,105,3.504,884,491
0,106,3.537,590,164
1,106,3.537,212,185
2,106,3.537,868,497
0,107,3.570,589,170
1,107,3.570,214,185
2,107,3.570,885,490
0,108,3.604,595,182
1,108,3.604,217,184
2,108,3.604,880,492
0,109,3.637,588,164
1,109,3.637,215,185
2,109,3.637,884,490
0,110,3.670,587,167
1,110,3.670,212,188
2,110,3.670,878,490
0,111,3.704,588,143
1,111,3.704,210,188
2,111,3.704,878,492
0,112,3.737,582,160
1,112,3.737,211,189
2,112,3.737,882,485
0,113,3.770,584,173
1,113,3.770,210,188
2,113,3.770,874,490
0,114,3.804,583,167
1,114,3.804,209,188
2,114,3.804,877,490
0,115,3.837,589,171
1,115,3.837,208,190
2,115,3.837,874,491
0,116,3.871,587,169
1,116,3.871,209,188
2,116,3.871,877,491
0,117,3.904,588,170
1,117,3.904,208,189
2,117,3.904,876,491
0,118,3.937,577,169
1,118,3.937,208,192
2,118,3.937,880,491
0,119,3.971,579,170
1,119,3.971,206,190
2,119,3.971,880,489
0,120,4.004,583,173
1,120,4.004,206,190
2,120,4.004,881,487
0,121,4.037,584,167
1,121,4.037,204,192
2,121,4.037,878,491
0,122,4.071,582,165
1,122,4.071,204,191
2,122,4.071,884,488
0,123,4.104,583,169
1,123,4.104,201,190
2,123,4.104,883,489
0,124,4.137,587,161
1,124,4.137,201,190
2,124,4.137,884,487
0,125,4.171,581,137
1,125,4.171,200,192
2,125,4.171,884,490
0,126,4.204,565,155
1,126,4.204,199,189
2,126,4.204,878,490
0,127,4.238,565,177
1,127,4.238,203,189
2,127,4.238,877,488
0,128,4.271,588,185
1,128,4.271,198,185
2,128,4.271,878,485
0,129,4.304,579,171
1,129,4.304,200,186
2,129,4.304,875,485
0,130,4.338,580,169
1,130,4.338,199,191
2,130,4.338,874,485
0,131,4.371,600,177
1,131,4.371,202,190
2,131,4.371,872,487
0,132,4.404,592,159
1,132,4.404,200,193
2,132,4.404,869,485
0,133,4.438,592,140
1,133,4.438,201,193
2,133,4.438,871,487
0,134,4.471,587,121
1,134,4.471,200,198
2,134,4.471,864,487
0,135,4.505,594,116
1,135,4.505,198,196
2,135,4.505,864,486
0,136,4.538,606,98
1,136,4.538,200,195
2,136,4.538,872,491
0,137,4.571,614,111
1,137,4.571,199,197
2,137,4.571,865,489
0,138,4.605,594,97
1,138,4.605,201,195
2,138,4.605,871,488
0,139,4.638,581,85
1,139,4.638,198,200
2,139,4.638,874,485
0,140,4.671,578,67
1,140,4.671,194,199
2,140,4.671,876,481
0,141,4.705,558,55
1,141,4.705,200,201
2,141,4.705,873,480
0,142,4.738,544,65
1,142,4.738,202,201
2,142,4.738,878,474
0,143,4.771,533,77
1,143,4.771,202,200
2,143,4.771,873,476
0,144,4.805,538,69
1,144,4.805,199,197
2,144,4.805,873,474
0,145,4.838,542,64
1,145,4.838,196,198
2,145,4.838,872,474
0,146,4.872,531,85
1,146,4.872,198,195
2,146,4.872,868,478
0,147,4.905,541,68
1,147,4.905,197,201
2,147,4.905,875,478
0,148,4.938,542,59
1,148,4.938,201,196
2,148,4.938,870,476
0,149,4.972,538,62
1,149,4.972,203,200
2,149,4.972,868,476
0,150,5.005,537,80
1,150,5.005,206,196
2,150,5.005,869,477
0,151,5.038,536,65
1,151,5.038,205,195
2,151,5.038,870,476
0,152,5.072,535,67
1,152,5.072,202,199
2,152,5.072,871,471
0,153,5.105,540,64
1,153,5.105,198,203
2,153,5.105,873,473
0,154,5.138,542,65
1,154,5.138,194,206
2,154,5.138,868,476
0,155,5.172,539,66
1,155,5.172,199,205
2,155,5.172,866,475
0,156,5.205,536,66
1,156,5.205,198,207
2,156,5.205,867,474
0,157,5.239,536,65
1,157,5.239,198,206
2,157,5.239,872,468
0,158,5.272,540,65
1,158,5.272,199,207
2,158,5.272,872,475
0,159,5.305,531,65
1,159,5.305,199,202
2,159,5.305,873,471
0,160,5.339,533,65
1,160,5.339,198,202
2,160,5.339,868,474
0,161,5.372,529,64
1,161,5.372,198,203
2,161,5.372,861,485
0,162,5.405,536,53
1,162,5.405,196,201
2,162,5.405,868,463
0,163,5.439,538,55
1,163,5.439,197,203
2,163,5.439,868,466
0,164,5.472,549,72
1,164,5.472,196,203
2,164,5.472,865,475
0,165,5.506,537,59
1,165,5.506,196,205
2,165,5.506,865,467
0,166,5.539,534,61
1,166,5.539,194,209
2,166,5.539,864,467
0,167,5.572,536,58
1,167,5.572,197,209
2,167,5.572,865,470
0,168,5.606,543,63
1,168,5.606,197,210
2,168,5.606,863,470
0,169,5.639,541,62
1,169,5.639,198,206
2,169,5.639,868,467
0,170,5.672,540,56
1,170,5.672,200,205
2,170,5.672,868,467
0,171,5.706,537,61
1,171,5.706,201,199
2,171,5.706,862,470
0,172,5.739,538,59
1,172,5.739,202,212
2,172,5.739,872,470
0,173,5.772,539,63
1,173,5.772,200,203
2,173,5.772,869,469
0,174,5.806,541,65
1,174,5.806,200,205
2,174,5.806,869,467
0,175,5.839,540,63
1,175,5.839,198,211
2,175,5.839,867,474
0,176,5.873,534,63
1,176,5.873,196,210
2,176,5.873,868,471
0,177,5.906,538,60
1,177,5.906,199,208
2,177,5.906,866,467
0,178,5.939,535,59
1,178,5.939,199,209
2,178,5.939,867,467
0,179,5.973,535,59
1,179,5.973,201,209
2,179,5.973,864,468
0,180,6.006,533,55
1,180,6.006,197,211
2,180,6.006,866,469
0,181,6.039,533,60
1,181,6.039,200,208
2,181,6.039,871,458
0,182,6.073,537,58
1,182,6.073,200,212
2,182,6.073,868,464
0,183,6.106,537,57
1,183,6.106,199,210
2,183,6.106,866,467
0,184,6.139,537,60
1,184,6.139,200,207
2,184,6.139,864,461
0,185,6.173,535,63
1,185,6.173,198,209
2,185,6.173,861,469
0,186,6.206,537,59
1,186,6.206,195,212
2,186,6.206,865,464
0,187,6.240,537,60
1,187,6.240,196,209
2,187,6.240,863,459
0,188,6.273,541,52
1,188,6.273,198,201
2,188,6.273,861,465
0,189,6.306,544,57
1,189,6.306,195,201
2,189,6.306,860,467
0,190,6.340,543,53
1,190,6.340,196,204
2,190,6.340,862,469
0,191,6.373,544,52
1,191,6.373,195,204
2,191,6.373,861,467
0,192,6.406,545,49
1,192,6.406,193,203
2,192,6.406,862,461
0,193,6.440,543,55
1,193,6.440,194,204
2,193,6.440,859,470
0,194,6.473,547,54
1,194,6.473,193,201
2,194,6.473,863,463
0,195,6.507,546,62
1,195,6.507,191,202
2,195,6.507,860,462
0,196,6.540,543,61
1,196,6.540,194,201
2,196,6.540,858,463
0,197,6.573,545,63
1,197,6.573,193,202
2,197,6.573,859,460
0,198,6.607,545,61
1,198,6.607,194,201
2,198,6.607,856,460
0,199,6.640,545,61
1,199,6.640,191,202
2,199,6.640,852,463
0,200,6.673,545,61
1,200,6.673,192,203
2,200,6.673,855,462
0,201,6.707,545,64
1,201,6.707,192,204
2,201,6.707,858,463
0,202,6.740,549,61
1,202,6.740,194,200
2,202,6.740,858,465
0,203,6.773,549,63
1,203,6.773,191,202
2,203,6.773,857,462
0,204,6.807,548,65
1,204,6.807,189,205
2,204,6.807,859,463
0,205,6.840,549,66
1,205,6.840,190,203
2,205,6.840,858,454
0,206,6.874,548,67
1,206,6.874,190,207
2,206,6.874,859,465
0,207,6.907,548,68
1,207,6.907,192,205
2,207,6.907,860,459
0,208,6.940,556,45
1,208,6.940,193,207
2,208,6.940,855,463
0,209,6.974,549,67
1,209,6.974,196,206
2,209,6.974,853,455
0,210,7.007,543,67
1,210,7.007,199,206
2,210,7.007,852,460
0,211,7.040,546,70
1,211,7.040,196,206
2,211,7.040,853,466
0,212,7.074,547,72
1,212,7.074,195,205
2,212,7.074,850,469
0,213,7.107,546,71
1,213,7.107,195,206
2,213,7.107,854,468
0,214,7.140,546,72
1,214,7.140,197,209
2,214,7.140,850,464
0,215,7.174,546,74
1,215,7.174,200,203
2,215,7.174,854,467
0,216,7.207,548,74
1,216,7.207,201,207
2,216,7.207,857,468
0,217,7.241,546,74
1,217,7.241,202,206
2,217,7.241,856,467
0,218,7.274,547,73
1,218,7.274,196,221
2,218,7.274,855,463
0,219,7.307,548,66
1,219,7.307,198,206
2,219,7.307,855,455
0,220,7.341,548,70
1,220,7.341,201,213
2,220,7.341,854,463
0,221,7.374,550,70
1,221,7.374,204,221
2,221,7.374,852,463
0,222,7.407,549,68
1,222,7.407,204,223
2,222,7.407,857,459
0,223,7.441,549,66
1,223,7.441,207,217
2,223,7.441,862,466
0,224,7.474,553,67
1,224,7.474,209,213
2,224,7.474,860,458
0,225,7.508,552,71
1,225,7.508,208,214
2,225,7.508,867,458
0,226,7.541,547,67
1,226,7.541,205,211
2,226,7.541,866,459
0,227,7.574,553,70
1,227,7.574,202,215
2,227,7.574,866,452
0,228,7.608,549,70
1,228,7.608,201,212
2,228,7.608,868,455
0,229,7.641,544,69
1,229,7.641,196,208
2,229,7.641,870,447
0,230,7.674,548,71
1,230,7.674,199,208
2,230,7.674,867,454
0,231,7.708,549,68
1,231,7.708,197,206
2,231,7.708,872,455
0,232,7.741,545,70
1,232,7.741,199,215
2,232,7.741,871,456
0,233,7.774,545,63
1,233,7.774,196,207
2,233,7.774,871,457
0,234,7.808,543,63
1,234,7.808,197,215
2,234,7.808,870,461
0,235,7.841,541,67
1,235,7.841,197,213
2,235,7.841,870,462
0,236,7.875,551,68
1,236,7.875,198,215
2,236,7.875,868,460
0,237,7.908,541,65
1,237,7.908,198,214
2,237,7.908,868,461
0,238,7.941,544,63
1,238,7.941,198,211
2,238,7.941,867,462
0,239,7.975,538,65
1,239,7.975,200,213
2,239,7.975,865,463
0,240,8.008,540,66
1,240,8.008,198,212
2,240,8.008,866,459
0,241,8.041,543,62
1,241,8.041,198,212
2,241,8.041,871,457
0,242,8.075,541,65
1,242,8.075,193,208
2,242,8.075,869,457
0,243,8.108,542,64
1,243,8.108,195,212
2,243,8.108,869,456
0,244,8.141,543,63
1,244,8.141,195,209
2,244,8.141,872,454
0,245,8.175,548,70
1,245,8.175,196,213
2,245,8.175,868,449
0,246,8.208,548,65
1,246,8.208,193,211
2,246,8.208,869,450
0,247,8.242,545,67
1,247,8.242,197,214
2,247,8.242,870,451
0,248,8.275,547,71
1,248,8.275,194,208
2,248,8.275,874,452
0,249,8.308,544,62
1,249,8.308,193,210
2,249,8.308,872,449
0,250,8.342,545,64
1,250,8.342,195,212
2,250,8.342,873,449
0,251,8.375,544,66
1,251,8.375,195,212
2,251,8.375,876,447
0,252,8.408,545,63
1,252,8.408,191,211
2,252,8.408,876,445
0,253,8.442,546,62
1,253,8.442,189,209
2,253,8.442,874,446
0,254,8.475,545,62
1,254,8.475,193,215
2,254,8.475,878,446
0,255,8.509,548,63
1,255,8.509,192,213
2,255,8.509,874,444
0,256,8.542,551,54
1,256,8.542,187,208
2,256,8.542,878,445
0,257,8.575,551,58
1,257,8.575,191,210
2,257,8.575,876,444
0,258,8.609,551,56
1,258,8.609,189,212
2,258,8.609,876,443
0,259,8.642,542,57
1,259,8.642,191,211
2,259,8.642,875,443
0,260,8.675,543,62
1,260,8.675,191,213
2,260,8.675,878,444
0,261,8.709,548,52
1,261,8.709,186,212
2,261,8.709,878,445
0,262,8.742,544,58
1,262,8.742,183,215
2,262,8.742,879,443
0,263,8.775,544,53
1,263,8.775,186,211
2,263,8.775,879,441
0,264,8.809,540,55
1,264,8.809,185,213
2,264,8.809,877,443
0,265,8.842,542,57
1,265,8.842,184,217
2,265,8.842,874,443
0,266,8.876,549,61
1,266,8.876,182,214
2,266,8.876,874,443
0,267,8.909,546,58
1,267,8.909,177,213
2,267,8.909,873,443
0,268,8.942,546,56
1,268,8.942,178,216
2,268,8.942,872,445
0,269,8.976,543,57
1,269,8.976,178,215
2,269,8.976,874,444
0,270,9.009,544,58
1,270,9.009,178,216
2,270,9.009,870,443
0,271,9.042,542,50
1,271,9.042,179,222
2,271,9.042,871,445
0,272,9.076,547,54
1,272,9.076,182,221
2,272,9.076,875,445
0,273,9.109,545,53
1,273,9.109,184,223
2,273,9.109,871,445
0,274,9.142,544,55
1,274,9.142,175,220
2,274,9.142,868,447
0,275,9.176,539,52
1,275,9.176,180,222
2,275,9.176,867,449
0,276,9.209,542,57
1,276,9.209,176,219
2,276,9.209,870,445
0,277,9.243,543,67
1,277,9.243,179,221
2,277,9.243,871,447
0,278,9.276,544,71
1,278,9.276,178,218
2,278,9.276,869,445
0,279,9.309,546,56
1,279,9.309,178,219
2,279,9.309,866,448
0,280,9.343,546,57
1,280,9.343,180,221
2,280,9.343,866,445
0,281,9.376,546,61
1,281,9.376,176,218
2,281,9.376,864,446
0,282,9.409,547,60
1,282,9.409,177,219
2,282,9.409,862,445
0,283,9.443,547,58
1,283,9.443,172,220
2,283,9.443,864,443
0,284,9.476,542,57
1,284,9.476,170,224
2,284,9.476,866,443
0,285,9.509,538,59
1,285,9.509,172,223
2,285,9.509,866,444
0,286,9.543,536,57
1,286,9.543,169,222
2,286,9.543,866,442
0,287,9.576,543,60
1,287,9.576,176,225
2,287,9.576,864,443
0,288,9.610,546,57
1,288,9.610,170,224
2,288,9.610,864,443
0,289,9.643,544,59
1,289,9.643,171,225
2,289,9.643,862,441
0,290,9.676,544,59
1,290,9.676,169,224
2,290,9.676,859,444
0,291,9.710,549,61
1,291,9.710,173,225
2,291,9.710,861,444
0,292,9.743,546,60
1,292,9.743,170,220
2,292,9.743,862,442
0,293,9.776,549,61
1,293,9.776,172,225
2,293,9.776,860,445
0,294,9.810,550,60
1,294,9.810,173,228
2,294,9.810,863,443
0,295,9.843,549,61
1,295,9.843,165,226
2,295,9.843,864,445
0,296,9.877,549,57
1,296,9.877,170,225
2,296,9.877,861,447
0,297,9.910,554,59
1,297,9.910,168,225
2,297,9.910,860,448
0,298,9.943,552,59
1,298,9.943,170,226
2,298,9.943,859,447
0,299,9.977,549,64
1,299,9.977,171,228
2,299,9.977,856,449
0,300,10.010,546,59
1,300,10.010,174,228
2,300,10.010,858,451
0,301,10.043,548,61
1,301,10.043,179,230
2,301,10.043,860,452
0,302,10.077,542,58
1,302,10.077,177,232
2,302,10.077,860,452
0,303,10.110,546,59
1,303,10.110,175,229
2,303,10.110,858,450
0,304,10.143,541,59
1,304,10.143,171,227
2,304,10.143,856,448
0,305,10.177,541,63
1,305,10.177,172,226
2,305,10.177,853,443
0,306,10.210,545,57
1,306,10.210,172,226
2,306,10.210,855,443
0,307,10.244,542,59
1,307,10.244,175,227
2,307,10.244,855,445
0,308,10.277,543,58
1,308,10.277,174,227
2,308,10.277,854,445
0,309,10.310,544,58
1,309,10.310,174,225
2,309,10.310,856,447
0,310,10.344,542,58
1,310,10.344,175,224
2,310,10.344,855,447
0,311,10.377,541,59
1,311,10.377,170,225
2,311,10.377,854,446
0,312,10.410,544,57
1,312,10.410,173,224
2,312,10.410,852,448
0,313,10.444,546,58
1,313,10.444,175,227
2,313,10.444,853,447
0,314,10.477,546,63
1,314,10.477,174,227
2,314,10.477,852,449
0,315,10.510,541,61
1,315,10.510,176,228
2,315,10.510,852,448
0,316,10.544,547,61
1,316,10.544,176,228
2,316,10.544,851,448
0,317,10.577,541,64
1,317,10.577,181,228
2,317,10.577,850,448
0,318,10.611,545,66
1,318,10.611,180,226
2,318,10.611,850,445
0,319,10.644,538,70
1,319,10.644,178,224
2,319,10.644,850,446
0,320,10.677,538,69
1,320,10.677,181,224
2,320,10.677,848,445
0,321,10.711,538,66
1,321,10.711,181,223
2,321,10.711,847,446
0,322,10.744,537,66
1,322,10.744,179,224
2,322,10.744,846,445
0,323,10.777,535,66
1,323,10.777,178,221
2,323,10.777,846,445
0,324,10.811,534,69
1,324,10.811,174,224
2,324,10.811,846,444
0,325,10.844,533,71
1,325,10.844,176,222
2,325,10.844,844,442
0,326,10.878,531,70
1,326,10.878,175,222
2,326,10.878,846,442
0,327,10.911,531,62
1,327,10.911,175,226
2,327,10.911,847,441
0,328,10.944,530,64
1,328,10.944,175,223
2,328,10.944,847,442
0,329,10.978,529,62
1,329,10.978,171,228
2,329,10.978,848,441
0,330,11.011,527,59
1,330,11.011,173,228
2,330,11.011,847,441
0,331,11.044,529,62
1,331,11.044,169,228
2,331,11.044,847,439
0,332,11.078,528,58
1,332,11.078,168,228
2,332,11.078,846,436
0,333,11.111,531,58
1,333,11.111,168,230
2,333,11.111,845,435
0,334,11.144,526,58
1,334,11.144,171,230
2,334,11.144,846,437
0,335,11.178,531,55
1,335,11.178,171,228
2,335,11.178,847,437
0,336,11.211,530,55
1,336,11.211,168,232
2,336,11.211,847,439
0,337,11.245,526,60
1,337,11.245,174,229
2,337,11.245,851,437
0,338,11.278,534,57
1,338,11.278,178,228
2,338,11.278,850,437
0,339,11.311,530,54
1,339,11.311,176,230
2,339,11.311,848,438
0,340,11.345,529,53
1,340,11.345,173,228
2,340,11.345,850,440
0,341,11.378,526,51
1,341,11.378,173,230
2,341,11.378,848,438
0,342,11.411,528,53
1,342,11.411,173,231
2,342,11.411,849,439
0,343,11.445,530,54
1,343,11.445,173,232
2,343,11.445,850,440
0,344,11.478,527,53
1,344,11.478,173,232
2,344,11.478,851,442
0,345,11.511,529,51
1,345,11.511,174,232
2,345,11.511,850,442
0,346,11.545,525,51
1,346,11.545,174,232
2,346,11.545,850,442
0,347,11.578,522,58
1,347,11.578,172,232
2,347,11.578,850,444
0,348,11.612,527,50
1,348,11.612,173,233
2,348,11.612,847,445
0,349,11.645,524,52
1,349,11.645,175,235
2,349,11.645,851,443
0,350,11.678,521,54
1,350,11.678,177,236
2,350,11.678,851,442
0,351,11.712,523,52
1,351,11.712,176,238
2,351,11.712,852,442
0,352,11.745,516,53
1,352,11.745,168,242
2,352,11.745,852,442
0,353,11.778,528,53
1,353,11.778,170,241
2,353,11.778,850,445
0,354,11.812,520,51
1,354,11.812,177,241
2,354,11.812,851,445
0,355,11.845,521,53
1,355,11.845,175,240
2,355,11.845,847,446
0,356,11.879,523,55
1,356,11.879,175,238
2,356,11.879,846,445
0,357,11.912,521,56
1,357,11.912,167,242
2,357,11.912,845,445
0,358,11.945,529,55
1,358,11.945,173,242
2,358,11.945,846,446
0,359,11.979,522,57
1,359,11.979,171,243
2,359,11.979,845,443
0,360,12.012,525,60
1,360,12.012,174,237
2,360,12.012,846,441
0,361,12.045,527,57
1,361,12.045,167,238
2,361,12.045,843,441
0,362,12.079,523,63
1,362,12.079,173,236
2,362,12.079,842,443
0,363,12.112,530,62
1,363,12.112,173,235
2,363,12.112,843,443
0,364,12.145,523,61
1,364,12.145,176,234
2,364,12.145,841,443
0,365,12.179,524,63
1,365,12.179,171,237
2,365,12.179,840,445
0,366,12.212,524,63
1,366,12.212,171,238
2,366,12.212,843,445
0,367,12.246,524,62
1,367,12.246,169,234
2,367,12.246,843,445
0,368,12.279,524,62
1,368,12.279,171,235
2,368,12.279,841,446
0,369,12.312,520,57
1,369,12.312,175,235
2,369,12.312,841,446
0,370,12.346,515,59
1,370,12.346,173,236
2,370,12.346,841,446
0,371,12.379,511,56
1,371,12.379,174,236
2,371,12.379,840,449
0,372,12.412,511,60
1,372,12.412,172,236
2,372,12.412,840,449
0,373,12.446,512,60
1,373,12.446,172,236
2,373,12.446,840,448
0,374,12.479,514,60
1,374,12.479,167,234
2,374,12.479,840,445
0,375,12.512,513,61
1,375,12.512,166,234
2,375,12.512,842,447
0,376,12.546,513,59
1,376,12.546,170,234
2,376,12.546,843,448
0,377,12.579,511,58
1,377,12.579,170,235
2,377,12.579,840,447
0,378,12.613,513,63
1,378,12.613,171,236
2,378,12.613,840,445
0,379,12.646,511,62
1,379,12.646,168,236
2,379,12.646,840,443
0,380,12.679,510,70
1,380,12.679,171,237
2,380,12.679,841,443
0,381,12.713,517,69
1,381,12.713,179,239
2,381,12.713,840,443
0,382,12.746,504,70
1,382,12.746,179,239
2,382,12.746,840,441
0,383,12.779,516,60
1,383,12.779,175,238
2,383,12.779,840,439
0,384,12.813,511,62
1,384,12.813,176,241
2,384,12.813,840,438
0,385,12.846,519,65
1,385,12.846,173,239
2,385,12.846,839,438
0,386,12.880,515,68
1,386,12.880,163,237
2,386,12.880,838,438
0,387,12.913,514,59
1,387,12.913,167,237
